,bachelors_2019,bachelors_2018,gdp_2018,msa
231,16093.0,12862.0,7140383.0,35660
232,115670.0,104052.0,30691679.0,35840
233,14456.0,15520.0,17217959.0,35980
234,187278.0,174180.0,125336112.0,36740
235,5073.0,4683.0,9484146.0,36780
236,3425.0,4918.0,5365319.0,36980
237,27578.0,27072.0,8961733.0,36100
238,58691.0,60219.0,4735556.0,36140
239,6444.0,4359.0,12984788.0,36220
240,11276.0,15146.0,26102701.0,36260
241,58901.0,57377.0,78390780.0,36420
242,6644.0,7147.0,12486025.0,36500
243,27259.0,27623.0,56530708.0,36540
244,23023.0,19004.0,47162680.0,37100
245,52787.0,54027.0,23299546.0,37340
246,35569.0,34057.0,7716270.0,37460
247,6670.0,4685.0,3215815.0,37620
248,30861.0,32799.0,18202880.0,37860
249,21262.0,19166.0,20835439.0,37900
250,184239.0,211795.0,392231712.0,37980
251,51264.0,47456.0,28328330.0,38860
252,57289.0,53591.0,152388498.0,38900
253,44925.0,41330.0,15063173.0,38940
254,205519.0,209767.0,229977451.0,38060
255,8453.0,9841.0,3312183.0,38220
256,104858.0,116234.0,142471157.0,38300
257,15431.0,14181.0,6523352.0,38340
258,3773.0,3806.0,3141168.0,38540
259,20721.0,29407.0,43366184.85564304,38660
260,33047.29301075269,17574.0,43366184.85564304,39140
261,79378.0,83756.0,78022671.0,39300
262,8573.0,9348.0,24917069.0,39340
263,5786.0,6497.0,6060725.0,39380
264,30535.0,30189.0,4627343.0,39460
265,4219.0,6100.0,7742718.0,39540
266,43297.0,43346.0,82217038.0,39580
267,6168.0,7376.0,5584861.0,39660
268,13167.0,10377.0,18529351.0,39740
269,5907.0,10989.0,7826545.0,39820
270,14711.0,15614.0,25048118.0,39900
271,41789.0,37827.0,77162083.0,40060
272,208909.0,207817.0,164487230.0,40140
273,20379.0,20414.0,15105971.0,40220
274,4662.0,6634.0,12739532.0,40340
275,46830.0,51670.0,55373998.0,40380
276,12261.0,12780.0,14921756.0,40420
277,33047.29301075269,9337.0,8127558.0,40580
278,5321.0,5967.0,3881638.0,40660
279,64543.0,75761.0,127055984.0,40900
280,8971.0,9070.0,7641622.0,40980
281,87915.0,90333.0,19666209.0,41540
282,28670.0,23908.0,85198816.0,41620
283,5666.0,5455.0,7559617.0,41660
284,83823.0,81987.0,113554864.0,41700
285,101489.0,93479.0,217509581.0,41740
286,120321.0,126227.0,511920423.0,41860
287,26007.0,27272.0,43366184.85564304,41900
288,43443.0,34085.0,306242907.0,41940
289,222880.0,222466.0,43366184.85564304,41980
290,6695.0,7612.0,9818069.0,41060
291,10991.0,11486.0,5550054.0,41100
292,7196.0,7222.0,5510648.0,41140
293,121851.0,124858.0,150857645.0,41180
294,9311.0,9107.0,16772148.0,41420
295,14986.0,16115.0,26821031.0,41500
296,17457.0,16773.0,16352453.0,42020
297,9427.0,11724.0,13837794.0,42100
298,11368.0,10756.0,5864721.0,42140
299,12820.0,12091.0,27671513.0,42200
300,17604.0,17813.0,28320010.0,42220
301,23103.0,20383.0,19364843.0,42340
302,34637.0,36786.0,25843112.0,42540
303,103476.0,91218.0,364163878.0,42660
304,18345.0,23401.0,5735179.0,42680
305,12768.0,15187.0,2456909.0,42700
306,2727.0,5044.0,6687709.0,43100
307,8435.0,7772.0,4797618.0,43300
308,31457.0,32604.0,20954042.0,43340
309,9606.0,11567.0,4416290.0,43420
310,33047.29301075269,5126.0,7588542.0,43580
311,6284.0,9002.0,18055887.0,43620
312,17691.0,14939.0,13686478.0,43780
313,12778.0,17892.0,14141191.0,43900
314,9612.0,9362.0,10860466.0,44100
315,21583.0,20358.0,30723387.0,44140
316,8391.0,13061.0,17945788.0,44180
317,6845.0,5980.0,4293412.0,44220
318,8438.0,8641.0,7899910.0,44300
319,5088.0,5125.0,4766582.0,44420
320,18432.0,13644.0,29553515.0,44700
321,10120.0,7886.0,4436732.0,44940
322,15278.0,20119.0,25754206.0,44060
323,41110.0,38916.0,36734597.0,45060
324,24550.0,25106.0,16253003.0,45220
325,222171.0,208122.0,143153414.0,45300
326,10541.0,7546.0,7011546.0,45460
327,11255.0,10090.0,5095749.0,45500
328,14790.0,9518.0,2524512.0,45540
329,36157.0,29512.0,34314738.0,45780
330,10012.0,10033.0,10592903.0,45820
331,14282.0,12152.0,30121068.0,45940
332,2957.0,32621.49738219895,4739793.0,46300
333,55933.0,60455.0,41020726.0,46060
334,49515.0,53218.0,52592588.0,46140
335,24580.0,23246.0,10662980.0,46220
336,13244.0,13771.0,10272715.0,46340
337,9330.0,9024.0,5070540.0,46660
338,9411.0,6524.0,21854674.0,46700
339,38263.0,44374.0,61308794.0,46520
340,23628.0,26526.0,11948778.0,46540
341,150481.0,140324.0,484614759.0,47900
342,7499.0,6032.0,8628719.0,47940
343,8203.0,6337.0,4518323.0,47020
344,5111.0,6463.0,5906791.0,47220
345,66695.0,67122.0,87871687.0,47260
346,7490.0,11020.0,18270773.0,47300
347,9866.0,17344.0,12622520.0,28020
348,6170.0,5002.0,5475554.0,28100
349,81476.0,82819.0,122027912.0,28140
350,6033.0,7044.0,14590499.0,28420
351,23931.0,26744.0,16795477.0,28660
352,19239.0,23500.0,12372823.0,28700
353,16240.0,16277.0,6404599.0,28740
354,44968.0,54529.0,39345127.0,28940
355,5709.0,4420.0,3869901.0,29020
356,3314.0,32621.49738219895,7387781.0,29100
357,28991.0,27324.0,20064836.0,29180
358,6566.0,8316.0,10338592.0,29200
359,17327.0,15286.0,16435595.0,29340
360,25106.0,24999.0,4943977.0,29420
361,65811.0,58261.0,23982821.0,29460
362,8598.0,9753.0,26820073.0,29540
363,18744.0,16939.0,23609661.0,29620
364,9474.0,9166.0,12074896.0,29700
365,10873.0,8651.0,6733016.0,29740
366,110926.0,104780.0,107500238.0,29820
367,33047.29301075269,32621.49738219895,4503452.0,29940
368,10401.0,10057.0,4627121.0,30020
369,4397.0,3488.0,5569868.0,30140
370,33047.29301075269,3077.0,2659400.0,30300
371,33047.29301075269,5155.0,4256656.0,30340
372,18516.0,17868.0,26402432.0,30460
373,4728.0,3988.0,7775161.0,30620
374,7198.0,8075.0,17587029.0,30700
375,42531.0,44546.0,33228850.0,30780
376,3180.0,3624.0,5367545.0,30860
377,17496.0,14392.0,15562543.0,30980
378,33047.29301075269,32621.49738219895,4710101.0,31020
379,324893.0,318361.0,937166561.0,31080
380,56743.0,55347.0,63551470.0,31140
381,14400.0,15343.0,13064236.0,31180
382,14893.0,14421.0,9606241.0,31340
383,17490.0,17194.0,10531290.0,31420
384,7053.0,6487.0,6456568.0,31460
385,15040.0,15300.0,45140153.0,31540
386,10717.0,10395.0,25408664.0,31700
387,10193.0,5263.0,6277240.0,31740
388,3062.0,3161.0,5346623.0,31860
389,4289.0,6068.0,4355571.0,31900
