,S1701_C01_001E,S2201_C01_001E,S0101_C01_024E,S0101_C01_022E,S0101_C01_028E,S0101_C02_032E,S2301_C01_001E,B01001_001E,B25001_001E,B25002_001E,B25004_001E,B25005_001E,B25048_001E,B25052_001E,B25006_001E,B25007_012E,B25041_003E,B25041_004E,B25041_005E,B25041_006E,B25041_007E,B25019_001E,B06011_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,2018
134,648737,259697,214611,115521,218033,-888888888,559164,659605,314641,314641,54944.0,54944.0,259697,259697.0,259697.0,71985,22976,94396,149265,37886,5816,1739038,27642.0,43318.0,154447.0,173295.0,80477.0,41272.0,18829924.0
135,2898233,1131410,1272215,659089,546769,-888888888,2349994,2932415,1195543,1195543,64133.0,64133.0,1131410,1131410.0,1131410.0,417459,171849,301336,345941,240542,103286,7268532,40206.0,175636.0,398790.0,551751.0,576602.0,336630.0,194854387.0
136,172411,67841,68812,40645,40615,-888888888,141800,178550,73086,73086,5245.0,5245.0,67841,67841.0,67841.0,21718,3910,15999,37343,12934,2398,462886,27657.0,19350.0,39124.0,33717.0,16233.0,11732.0,7018157.0
137,643510,255055,270001,165975,119713,-888888888,508393,655409,276147,276147,21092.0,21092.0,255055,255055.0,255055.0,77495,24795,78238,96469,56612,13160,1669449,37523.0,29165.0,106623.0,129439.0,117216.0,51599.0,45302947.0
138,4280784,1710686,1632807,954451,1012532,-888888888,3486955,4326442,1912856,1912856,202170.0,202170.0,1710686,1710686.0,1710686.0,528058,176292,452639,861435,329853,61944,11665282,31207.0,295939.0,794421.0,965497.0,573602.0,382972.0,235105362.0
139,145901,55431,54055,33434,37631,-888888888,118751,148245,69836,69836,14405.0,14405.0,55431,55431.0,55431.0,16923,3700,16018,39131,9000,1465,405271,23586.0,15652.0,33711.0,33239.0,13108.0,7189.0,5800247.0
140,93086,38501,36638,21527,23860,-888888888,77985,96854,41514,41514,35586.901162790695,3013.0,38501,38501.0,292610.1221590909,10620,4553,9187,16294,8730,1506,256883,30181.0,5130.0,22731.0,17363.0,12760.0,7372.0,5700053.0
141,267971,117226,105697,54289,74093,-888888888,230568,278799,144323,144323,27097.0,27097.0,117226,117226.0,117226.0,34689,19152,46083,51671,17901,4340,800868,28245.0,11228.0,53018.0,74254.0,35449.0,18702.0,14299750.0
142,548549,225699,244539,117016,123065,-888888888,471051,575412,249694,249694,23995.0,23995.0,225699,225699.0,225699.0,85856,28270,61793,105198,38898,10698,1466531,31777.0,36820.0,75270.0,91170.0,95630.0,92912.0,45099151.0
143,167049,55109,63457,33486,43294,-888888888,140323,169507,81664,81664,26555.0,26555.0,55109,55109.0,55109.0,12394,4478,13845,40737,16817,4480,505046,27440.0,11885.0,42638.0,37871.0,15381.0,10717.0,6144704.0
144,162197,66796,69709,35033,38956,-888888888,137803,168669,73016,73016,6220.0,6220.0,66796,66796.0,292610.1221590909,21539,6819,20166,27114,14927,3165,444785,29411.0,7003.0,33399.0,40100.0,20400.0,9805.0,8502893.0
145,171991,41764,75672,50831,31908,-888888888,136416,181827,57893,57893,35586.901162790695,16129.0,41764,41764.0,41764.0,14294,5291,13108,22612,13639,1530,300467,18731.0,33629.0,28537.0,33897.0,10661.0,5101.0,8493669.0
146,79831,34325,29101,17598,22180,-888888888,68809,84254,38924,38924,35586.901162790695,4599.0,34325,34325.0,34325.0,11498,4747,10784,15265,6422,1339,230750,27398.0,7304.0,22183.0,17906.0,6985.0,5250.0,3549347.0
147,826273,271122,366561,228769,146685,-888888888,642514,844723,300964,300964,29842.0,29842.0,271122,271122.0,271122.0,105469,25147,60378,136001,60793,7498,1632774,21608.0,115061.0,120158.0,163162.0,80489.0,41761.0,28874716.0
148,59103,22998,24677,15802,13245,-888888888,46697,60913,26802,26802,3804.0,3804.0,22998,22998.0,22998.0,8292,1250,7222,13701,3208,817,158764,26981.0,4255.0,14060.0,11986.0,6579.0,3084.0,3186594.0
149,258937,109797,103475,58107,67077,-888888888,221307,272061,121615,121615,11818.0,11818.0,109797,109797.0,109797.0,37828,11623,29722,51027,21161,5312,741636,24913.0,15129.0,71415.0,48645.0,31866.0,20295.0,10767875.0
150,372184,156072,155204,69901,100037,-888888888,317579,379611,163490,163490,7418.0,7418.0,156072,156072.0,156072.0,63589,16210,44397,73512,20229,4767,891312,26722.0,21146.0,59382.0,102675.0,48647.0,30250.0,15228030.0
151,305036,128680,118861,70090,75802,-888888888,253268,314672,143082,143082,14402.0,14402.0,128680,128680.0,128680.0,41340,16315,38759,61668,19920,3850,836204,29863.0,20057.0,72001.0,69292.0,37759.0,18654.0,16544397.0
152,94455,36378,47750,23858,15628,-888888888,77416,98971,44307,44307,7929.0,7929.0,36378,36378.0,36378.0,14768,6030,12417,15860,6448,1547,227508,35294.0,4093.0,15935.0,24795.0,10551.0,7749.0,5317630.0
153,147583,57098,60201,37251,32496,-888888888,119304,152459,65323,65323,8225.0,8225.0,57098,57098.0,57098.0,19371,2613,13857,35187,9542,2475,401813,28975.0,10659.0,33535.0,37832.0,10498.0,8927.0,5276790.0
154,201449,73660,78771,56622,41493,-888888888,155311,205560,79495,79495,5835.0,5835.0,73660,73660.0,73660.0,21444,5673,18467,34714,15177,4429,501716,29923.0,23940.0,45415.0,35073.0,17224.0,8939.0,14834828.0
155,237021,99306,115423,56452,43456,-888888888,193867,245471,110709,110709,11403.0,11403.0,99306,99306.0,99306.0,42098,14848,31681,31560,21429,7160,646716,35588.0,8905.0,31950.0,54574.0,43400.0,15786.0,13443394.0
156,122966,43707,49217,32938,26624,-888888888,96348,125043,51273,51273,7566.0,7566.0,43707,43707.0,43707.0,12405,2569,11146,25982,7619,1366,274050,24594.0,12033.0,22134.0,34241.0,7570.0,5671.0,5846232.0
157,369712,146760,177081,96771,64915,-888888888,300733,387094,168287,168287,21527.0,21527.0,146760,146760.0,146760.0,68578,9615,36030,90572,24985,4599,959658,26290.0,22780.0,62159.0,95010.0,40987.0,21687.0,19078206.0
158,540744,205278,241862,139733,100400,-888888888,429714,553795,221914,221914,16636.0,16636.0,205278,205278.0,205278.0,78973,14105,53509,103451,38758,6390,1279526,30664.0,46591.0,101894.0,92955.0,67370.0,44092.0,23727377.0
159,129038,47275,69046,29455,25698,-888888888,116671,142854,66838,66838,19563.0,19563.0,47275,47275.0,47275.0,17576,5507,16659,29619,9895,2041,351183,25442.0,8962.0,17666.0,27384.0,18005.0,12366.0,7007523.0
160,402235,169469,148312,91553,100363,-888888888,325944,406892,192614,192614,23145.0,23145.0,169469,169469.0,169469.0,54063,15577,54927,89600,26578,4832,1154423,27008.0,25454.0,89613.0,103196.0,39717.0,22521.0,14834898.0
161,199966,75826,76491,47621,50525,-888888888,163126,204961,91984,91984,16158.0,16158.0,75826,75826.0,75826.0,25128,3606,18853,49123,13970,3140,537972,24042.0,21720.0,48940.0,37032.0,18241.0,11837.0,9057097.0
162,144654,59932,54602,28394,39380,-888888888,121777,147149,72198,72198,12266.0,12266.0,59932,59932.0,59932.0,19347,3700,17297,36964,10772,2771,448042,26396.0,12601.0,41580.0,27099.0,13966.0,7983.0,4733145.0
163,99714,41009,36698,22030,26627,-888888888,83684,103066,45361,45361,4352.0,4352.0,41009,41009.0,292610.1221590909,12509,3720,12368,19630,7099,1387,272321,30211.0,5772.0,25528.0,25809.0,10990.0,4401.0,4772639.0
164,340970,139382,156559,68998,77279,-888888888,288748,350518,151840,151840,12458.0,12458.0,139382,139382.0,139382.0,51584,12197,39105,51713,32802,13363,934858,34592.0,11365.0,38385.0,72118.0,65806.0,45002.0,17851909.0
165,277948,108790,106970,67423,63327,-888888888,222830,282318,125732,125732,16942.0,16942.0,108790,108790.0,108790.0,36172,9245,29322,67128,15218,2626,705595,23363.0,31767.0,64503.0,57623.0,23818.0,12533.0,8577661.0
166,975927,309519,422138,281820,169961,-888888888,741706,994400,333809,333809,24290.0,24290.0,309519,309519.0,309519.0,151080,25554,79501,143243,54925,11171,1758005,25211.0,143433.0,138951.0,198581.0,88479.0,45443.0,44264307.0
167,100867,38625,37123,22032,27509,-888888888,82575,102501,47847,47847,35586.901162790695,9222.0,38625,38625.0,38625.0,11242,1790,13456,25614,6299,614,291623,25055.0,8461.0,23717.0,25002.0,8676.0,5513.0,2911022.0
168,274565,105161,143473,52275,57166,-888888888,242070,288711,126992,126992,21831.0,21831.0,105161,105161.0,105161.0,40416,11603,36535,51197,22001,2157,693505,25638.0,14249.0,38788.0,52765.0,41951.0,33384.0,13839886.0
169,200254,64990,78970,51279,41323,-888888888,157289,202148,74431,74431,9441.0,9441.0,64990,64990.0,64990.0,19498,3584,16439,33098,15435,5256,469868,28870.0,28208.0,37306.0,34893.0,20532.0,11526.0,9365514.0
170,98508,39570,34828,21167,28105,-888888888,83856,102811,42572,42572,35586.901162790695,3002.0,39570,39570.0,39570.0,9913,3435,8175,20971,7464,1691,266600,31362.0,7702.0,28054.0,19640.0,9519.0,7484.0,3507548.0
171,429730,172311,171800,111368,91447,-888888888,339499,437631,186072,186072,13761.0,13761.0,172311,172311.0,172311.0,48183,17622,38826,85257,35371,7040,1176159,30141.0,31078.0,84180.0,93471.0,51996.0,27834.0,21026580.0
172,121073,51996,42957,22780,36785,-888888888,105188,125462,69804,69804,17808.0,17808.0,51996,51996.0,292610.1221590909,16164,7096,20628,26213,10006,4506,418876,30130.0,10720.0,30544.0,26613.0,13743.0,11719.0,5554461.0
173,119577,49019,46999,29155,30493,-888888888,96403,123248,54467,54467,35586.901162790695,5448.0,49019,49019.0,49019.0,18840,1256,13499,30931,6696,933,312724,24741.0,12929.0,24424.0,31256.0,9965.0,4039.0,4517297.0
174,97067,43081,45291,22592,20910,-888888888,82308,102299,48421,48421,35586.901162790695,5340.0,43081,43081.0,43081.0,19254,8231,13408,14836,7750,3037,273685,30600.0,3713.0,16822.0,24922.0,12416.0,5346.0,5035525.0
175,83465,32687,30626,22350,19444,-888888888,65055,85104,36167,36167,3480.0,3480.0,32687,32687.0,32687.0,10867,2587,9759,14530,5861,2649,233742,30674.0,6517.0,16080.0,19922.0,9538.0,3481.0,3860003.0
176,150185,61848,57611,33709,38857,-888888888,123093,153207,67215,67215,35586.901162790695,5367.0,61848,61848.0,61848.0,19471,4101,16338,33049,10390,2504,381464,29752.0,9925.0,28088.0,35302.0,20202.0,11155.0,6058926.0
177,1045599,397199,438278,254922,220479,-888888888,842061,1069405,424695,424695,27496.0,27496.0,397199,397199.0,397199.0,103088,35581,106971,165119,83391,26947,2706150,30717.0,53660.0,192612.0,220278.0,157353.0,79271.0,54900621.0
178,86480,37059,27043,16840,29992,-888888888,72746,87393,39354,39354,35586.901162790695,32621.49738219895,37059,37059.0,292610.1221590909,10729,4273,10604,18103,4056,1535,214562,23520.0,4853.0,20065.0,30020.0,6951.0,3772.0,2601815.0
179,79634,35558,31327,17900,21369,-888888888,65079,81643,39037,39037,3479.0,3479.0,35558,35558.0,35558.0,14375,5273,9573,12842,7019,3003,230872,30216.0,4422.0,17762.0,20709.0,8854.0,4891.0,3586088.0
180,306619,107929,132284,82497,57811,-888888888,240422,314305,112472,112472,4543.0,4543.0,107929,107929.0,107929.0,28301,5472,23042,42554,26718,12540,727354,32827.0,22313.0,57088.0,67769.0,38448.0,16999.0,21311885.0
181,312965,129113,120681,74876,72090,-888888888,255642,321591,144173,144173,15060.0,15060.0,129113,129113.0,129113.0,39069,11929,41541,61940,22357,4899,850875,31906.0,16344.0,71297.0,71599.0,41588.0,17225.0,18946740.0
182,172388,69288,85051,38427,34346,-888888888,145695,179914,80244,80244,10956.0,10956.0,69288,69288.0,69288.0,32296,11338,18102,36759,10202,2213,426505,22330.0,13836.0,26425.0,35426.0,23555.0,11929.0,8476606.0
183,744783,302101,299814,169555,174473,-888888888,617751,767711,337386,337386,35285.0,35285.0,302101,302101.0,302101.0,114513,22937,95704,152550,46123,11420,1932900,27672.0,67094.0,135152.0,163735.0,103214.0,53262.0,37885426.0
184,883043,344664,354486,201658,206705,-888888888,729689,906626,389673,389673,45009.0,45009.0,344664,344664.0,344664.0,107824,24199,95936,178601,64489,18155,2346689,27212.0,83572.0,165059.0,175567.0,118295.0,70684.0,41391650.0
185,390331,155026,154391,92712,87017,-888888888,314697,397261,182544,182544,27518.0,27518.0,155026,155026.0,155026.0,59375,13887,44351,91991,25360,4721,1045315,25425.0,26814.0,76848.0,102440.0,39427.0,23593.0,16926113.0
186,258198,102106,102063,60201,62758,-888888888,216115,268049,111046,111046,8940.0,8940.0,102106,102106.0,102106.0,32332,8881,24092,53217,18961,4862,698527,31267.0,22085.0,67840.0,56735.0,26634.0,13347.0,10280020.0
187,130144,47401,53754,32871,26868,-888888888,104241,133777,56367,56367,8966.0,8966.0,47401,47401.0,292610.1221590909,13168,4191,14343,28642,7968,918,317592,22735.0,11406.0,33373.0,25306.0,11603.0,4982.0,3692765.0
188,137060,43727,69473,40773,20951,-888888888,114798,151366,46649,46649,35586.901162790695,2922.0,43727,43727.0,43727.0,20170,2205,10237,24243,8869,654,254452,27069.0,24438.0,23578.0,32400.0,9483.0,4404.0,6250134.0
189,555045,233591,214758,123036,141095,-888888888,465912,574659,252622,252622,19031.0,19031.0,233591,233591.0,233591.0,79048,23828,57143,110596,44973,12015,1597127,33570.0,36052.0,136351.0,96927.0,82641.0,48118.0,35398421.0
190,126251,47987,60702,27914,28066,-888888888,110758,135277,54152,54152,6165.0,6165.0,47987,47987.0,47987.0,17830,4090,14427,23189,9191,2671,325384,24886.0,11327.0,27332.0,17957.0,14067.0,10632.0,7215973.0
191,1166720,470651,466908,242284,292405,-888888888,996372,1206300,517029,517029,46378.0,46378.0,470651,470651.0,470651.0,154372,64248,137915,202457,84359,17314,3005952,38024.0,71333.0,219913.0,213356.0,186187.0,151800.0,92930643.0
192,144761,54084,64892,36225,29114,-888888888,117995,149119,64042,64042,35586.901162790695,9958.0,54084,54084.0,292610.1221590909,20388,4685,14849,29515,11998,2066,378353,22026.0,13064.0,22001.0,28397.0,18967.0,11138.0,5645971.0
193,360049,145158,129466,76892,96467,-888888888,300723,368416,165129,165129,19971.0,19971.0,145158,145158.0,145158.0,39904,7148,49156,82749,20153,4767,934108,25821.0,42916.0,85989.0,83342.0,36490.0,15424.0,13884041.0
194,211803,84041,76234,41515,70798,-888888888,180891,217686,112376,112376,28335.0,28335.0,84041,84041.0,84041.0,22113,5429,29683,52160,20048,4206,676226,29144.0,12562.0,38631.0,41206.0,35847.0,25592.0,7599138.0
195,77385,31296,38290,22585,10780,-888888888,60090,80008,36355,36355,5059.0,5059.0,31296,31296.0,31296.0,15881,1704,8013,18152,6896,574,206065,27784.0,4767.0,16701.0,18122.0,4859.0,3058.0,3333487.0
196,67923,25441,26630,13687,18817,-888888888,-999999999,70764,34073,34073,35586.901162790695,8632.0,25441,25441.0,292610.1221590909,7461,1514,5408,22543,4265,272,163436,29135.57329842932,57111.227154046996,127065.88250652741,142409.48302872063,105728.45953002611,67472.06788511749,43366184.85564304
197,165686,69686,86117,35838,31413,-888888888,141324,173401,74788,74788,5102.0,5102.0,69686,69686.0,69686.0,27834,7248,22477,24824,12983,5488,449824,30899.0,4876.0,17473.0,30192.0,25074.0,26004.0,9440753.0
198,145414,62293,35536,21949,68279,-888888888,128567,147929,79988,79988,17695.0,17695.0,62293,62293.0,292610.1221590909,10665,3870,28888,40088,6635,229,455896,23476.0,12068.0,45123.0,39286.0,14180.0,7442.0,3456006.0
199,97515,40407,33630,19787,31751,-888888888,81395,99154,51025,51025,10618.0,10618.0,40407,40407.0,292610.1221590909,13592,4194,16042,21512,6645,1508,288626,24804.0,6720.0,24538.0,24550.0,10106.0,5578.0,2992759.0
200,205778,73749,80220,51275,45933,-888888888,163170,209136,87332,87332,13583.0,13583.0,73749,73749.0,73749.0,18511,7782,21663,43557,12065,1212,486706,25959.0,29683.0,55173.0,31696.0,14831.0,8396.0,8964394.0
201,217151,89787,77014,44571,65130,-888888888,180233,219564,96251,96251,6464.0,6464.0,89787,89787.0,89787.0,30479,10446,24634,45734,11977,1586,513535,28315.0,16410.0,37796.0,59406.0,27581.0,16736.0,8381034.0
202,1323445,504141,540754,334204,279822,-888888888,1056054,1350064,574982,574982,70841.0,70841.0,504141,504141.0,504141.0,199296,48069,136904,253657,96788,29471,3425693,27969.0,107485.0,265167.0,265316.0,159064.0,94711.0,68306485.0
203,268968,79487,118046,80340,43607,-888888888,203248,274765,85766,85766,6279.0,6279.0,79487,79487.0,79487.0,37311,4486,18415,41108,17914,2139,473008,25596.0,49198.0,44402.0,45534.0,15119.0,8761.0,9918371.0
204,86728,37540,33704,15034,28221,-888888888,75056,87598,47688,47688,10148.0,10148.0,37540,37540.0,37540.0,15246,4635,13043,21899,5867,832,223432,29135.57329842932,57111.227154046996,127065.88250652741,142409.48302872063,105728.45953002611,67472.06788511749,43366184.85564304
205,855885,237323,368464,281292,130718,-888888888,614895,865939,281655,281655,44332.0,44332.0,237323,237323.0,237323.0,74502,27666,79198,122866,38519,7991,1385331,19173.0,164831.0,117396.0,115768.0,64552.0,26841.0,19421294.0
206,6124734,2143067,2358469,1254388,1509489,-888888888,5089225,6198782,2548910,2548910,405843.0,405843.0,2143067,2143067.0,2143067.0,859668,365214,933199,784885,300980,84143,12641403,27216.0,618590.0,1171667.0,1184810.0,912432.0,557250.0,321547437.0
207,102117,43122,40965,23422,26760,-888888888,89123,110007,49209,49209,6087.0,6087.0,43122,43122.0,43122.0,11691,3361,12426,24457,6640,1946,291183,26513.0,9159.0,32274.0,21351.0,10074.0,4958.0,3864949.0
208,81952,34091,29662,18229,21712,-888888888,67552,83209,37115,37115,35586.901162790695,3024.0,34091,34091.0,292610.1221590909,9071,3675,9041,14933,7484,1692,232939,29167.0,3600.0,17351.0,18718.0,10329.0,8371.0,4987281.0
209,175665,59179,77804,51154,28438,-888888888,130723,177218,63685,63685,35586.901162790695,4506.0,59179,59179.0,59179.0,20047,7008,12738,27854,12571,1646,361075,38199.0,18182.0,26405.0,36054.0,21751.0,8810.0,34028279.0
210,1546059,634398,620108,362846,356507,-888888888,1254071,1576113,681231,681231,46833.0,46833.0,634398,634398.0,634398.0,251335,79254,194397,258689,105834,23377,3937767,32803.0,90903.0,287017.0,309049.0,242429.0,144121.0,93081841.0
211,3569348,1386468,1469118,856977,722490,-888888888,2866310,3629190,1460569,1460569,74101.0,74101.0,1386468,1386468.0,1386468.0,415957,184812,360681,451423,318043,111481,9347120,39573.0,152495.0,516302.0,747126.0,685966.0,364587.0,240704552.0
212,115701,50401,54269,22121,25583,-888888888,98913,118791,54922,54922,35586.901162790695,4521.0,50401,50401.0,292610.1221590909,21532,7082,17191,15640,9553,3385,308560,26959.0,3495.0,16439.0,28967.0,19263.0,12930.0,5031347.0
213,406968,158627,161345,96777,92616,-888888888,328844,413757,184687,184687,26060.0,26060.0,158627,158627.0,158627.0,63441,17201,39907,92136,28342,4193,1071667,25256.0,39834.0,97080.0,80823.0,41139.0,21335.0,18970993.0
214,546057,175171,227170,148801,101077,-888888888,418513,549815,182305,182305,7134.0,7134.0,175171,175171.0,175171.0,71480,13767,44862,78714,33968,8056,1013165,27991.0,68958.0,107960.0,113904.0,39921.0,18053.0,22846927.0
215,168795,64791,70362,42882,40466,-888888888,138767,176805,82278,82278,17487.0,17487.0,64791,64791.0,64791.0,24781,6205,21004,41810,10976,1131,458528,26569.0,12073.0,42216.0,36535.0,17594.0,8161.0,7883740.0
216,149045,61586,53246,32182,37931,-888888888,122210,150439,64803,64803,35586.901162790695,3217.0,61586,61586.0,292610.1221590909,12169,3368,12092,34198,12643,2173,431183,31690.0,7481.0,35472.0,39380.0,15819.0,8210.0,5308843.0
217,360744,142728,148837,86822,80405,-888888888,298057,373401,168054,168054,25326.0,25326.0,142728,142728.0,142728.0,51071,9655,34001,81564,34927,5784,1011894,25930.0,34377.0,74686.0,72017.0,43045.0,30419.0,16031416.0
218,131565,53173,68210,24172,28219,-888888888,118793,140259,60241,60241,35586.901162790695,7068.0,53173,53173.0,53173.0,20021,5629,17531,25118,9433,1375,353422,25120.0,6418.0,30041.0,20054.0,17104.0,17634.0,6793100.0
219,115187,43772,41320,25814,31424,-888888888,95938,118581,51551,51551,7779.0,7779.0,43772,43772.0,43772.0,12530,2119,14060,25236,8455,1580,309349,23756.0,15066.0,32405.0,21474.0,9035.0,5140.0,4473722.0
220,126446,48474,46204,27977,35896,-888888888,103110,128206,54451,54451,5977.0,5977.0,48474,48474.0,48474.0,14986,5706,13923,24681,7152,1336,305264,34324.0,8421.0,24769.0,33850.0,16277.0,8277.0,7544214.0
221,107717,45311,50578,21430,26512,-888888888,95928,114772,52731,52731,7420.0,7420.0,45311,45311.0,45311.0,15923,4983,16553,22031,5946,1485,300927,22493.0,8146.0,22869.0,22038.0,9434.0,8274.0,3683385.0
222,165624,67196,65353,40064,41625,-888888888,138591,173588,74301,74301,7105.0,7105.0,67196,67196.0,67196.0,16712,5651,19646,35713,9878,2797,437929,26834.0,8002.0,40443.0,47738.0,15731.0,7814.0,5875921.0
223,473114,187932,152113,82502,169360,-888888888,408365,480891,302984,302984,115052.0,115052.0,187932,187932.0,187932.0,43783,17807,89429,145462,38098,6947,1558532,25723.0,33318.0,113417.0,120824.0,62986.0,32911.0,15326111.0
224,136739,47315,52025,28904,36088,-888888888,114103,139417,55465,55465,8150.0,8150.0,47315,47315.0,47315.0,17262,6361,16139,20758,8840,2121,302597,36289.0,13943.0,18497.0,31238.0,23099.0,10985.0,10053421.0
225,374902,144172,109126,64531,149247,-888888888,321278,378488,218279,218279,74107.0,74107.0,144172,144172.0,144172.0,37736,12257,85217,90580,21893,4771,1114779,31485.0,37372.0,67746.0,73130.0,65301.0,45151.0,15760820.0
226,1892057,730709,811226,446087,365861,-888888888,1534538,1932099,801341,801341,70632.0,70632.0,730709,730709.0,730709.0,251551,73373,186206,354366,136569,34372,4843591,32344.0,130691.0,349817.0,359913.0,303121.0,167291.0,118459765.0
227,117422,49527,44262,26284,34736,-888888888,100124,123433,60397,60397,10870.0,10870.0,49527,49527.0,49527.0,17794,2862,12581,34220,8869,1492,359367,26514.0,9373.0,24425.0,30691.0,13151.0,7601.0,4936064.0
228,829382,335539,332874,173312,209557,-888888888,705905,857620,367766,367766,32227.0,32227.0,335539,335539.0,335539.0,131069,52424,110377,131459,52354,11304,2033697,34382.0,57722.0,189357.0,141878.0,110431.0,99559.0,47660112.0
229,1244965,482442,497418,282831,287778,-888888888,1018658,1270399,559529,559529,77087.0,77087.0,482442,482442.0,482442.0,182013,66992,138484,224590,101557,16170,3175692,27123.0,109197.0,253068.0,252552.0,172473.0,98501.0,74913492.0
230,19629977,7282923,7997613,4289434,4389710,-888888888,16174055,19979477,8021225,8021225,738302.0,738302.0,7282923,7282923.0,7282923.0,3513413,1655319,2183289,2239361,1118163,389378,41885799,37033.0,1794881.0,3425323.0,3004384.0,3326132.0,2413339.0,1555852330.0
231,151150,64783,53809,33571,42824,-888888888,123766,154141,77645,77645,12862.0,12862.0,64783,64783.0,64783.0,17834,5363,20122,34046,12999,3460,476571,28319.0,11224.0,28417.0,36129.0,20502.0,11163.0,7140383.0
232,811461,334535,228778,133031,327067,-888888888,704555,821573,438587,438587,104052.0,104052.0,334535,334535.0,334535.0,85437,34007,187253,164778,39202,6394,2340514,30331.0,51867.0,187325.0,191515.0,120537.0,85628.0,30691679.0
233,255099,108098,99689,51733,68253,-888888888,221413,266784,123618,123618,15520.0,15520.0,108098,108098.0,108098.0,36595,13863,34809,50115,18868,4157,725866,34320.0,15988.0,58052.0,52766.0,36319.0,26385.0,17217959.0
234,2527106,876502,1086401,562065,533225,-888888888,2073840,2572962,1050682,1050682,174180.0,174180.0,876502,876502.0,876502.0,341468,103527,265695,403480,205958,49248,5912335,27386.0,185554.0,461686.0,534947.0,381057.0,204277.0,125336112.0
235,162762,71332,69136,34900,38325,-888888888,140227,171020,76015,76015,4683.0,4683.0,71332,71332.0,71332.0,23548,5620,21822,32349,11152,2170,441092,30714.0,9154.0,37774.0,39844.0,21212.0,7965.0,9484146.0
236,116919,46687,44213,29459,28764,-888888888,93121,119691,51605,51605,4918.0,4918.0,46687,46687.0,46687.0,14293,3850,14512,23668,7228,1894,301978,26359.0,7102.0,28743.0,27408.0,10686.0,6815.0,5365319.0
237,348888,143441,109201,65788,129048,-888888888,302081,359977,170513,170513,27072.0,27072.0,143441,143441.0,143441.0,35010,8262,56027,82598,19531,2458,952362,23628.0,33036.0,103194.0,78331.0,35482.0,17659.0,8961733.0
238,90737,39208,28714,14739,32273,-888888888,79952,92560,99427,99427,60219.0,60219.0,39208,39208.0,39208.0,7677,5474,21167,40319,21438,9403,584202,33479.0,5384.0,20799.0,20192.0,16203.0,8508.0,4735556.0
239,160001,54326,71350,48934,23546,-888888888,117708,162124,58685,58685,35586.901162790695,4359.0,54326,54326.0,54326.0,19177,6456,12608,27038,8415,1147,312820,33438.0,23366.0,29083.0,28910.0,10494.0,5127.0,12984788.0
240,669913,211332,291101,207390,106825,-888888888,491554,676948,226478,226478,15146.0,15146.0,211332,211332.0,211332.0,50897,11720,36858,64834,55473,53756,1641025,32430.0,28090.0,102127.0,145909.0,89851.0,39973.0,26102701.0
241,1362779,522039,584511,344764,271131,-888888888,1086472,1396445,579416,579416,57377.0,57377.0,522039,522039.0,522039.0,192848,56864,131244,276313,91122,13390,3279345,30091.0,95696.0,250542.0,288996.0,177513.0,103391.0,78390780.0
242,283280,110713,113459,61381,68690,-888888888,232674,286419,117860,117860,7147.0,7147.0,110713,110713.0,110713.0,39779,9643,29165,54854,18559,3136,696041,37226.0,10645.0,43814.0,70777.0,46801.0,30694.0,12486025.0
243,923363,362764,383044,240490,184739,-888888888,728218,941924,390387,390387,27623.0,27623.0,362764,362764.0,362764.0,127305,48147,89783,145884,75163,21845,2457072,34722.0,51957.0,145144.0,195390.0,146025.0,79497.0,56530708.0
244,838307,271980,334352,194458,183056,-888888888,679810,850967,290984,290984,19004.0,19004.0,271980,271980.0,271980.0,102016,28911,65971,98314,72260,18694,1668226,33782.0,84780.0,116809.0,187771.0,117297.0,69979.0,47162680.0
245,590143,226363,193364,109627,191416,-888888888,500565,596849,280390,280390,54027.0,54027.0,226363,226363.0,226363.0,55114,18868,73461,132398,48076,4760,1601933,27857.0,35401.0,125326.0,145163.0,86957.0,50860.0,23299546.0
246,198538,80447,77209,43440,49614,-888888888,164814,202977,114504,114504,34057.0,34057.0,80447,80447.0,80447.0,25141,10220,33660,52855,13052,2118,594972,27148.0,13918.0,47708.0,48485.0,21070.0,11107.0,7716270.0
247,91463,38995,31771,19888,24536,-888888888,75158,92499,43680,43680,4685.0,4685.0,38995,38995.0,292610.1221590909,10502,3505,12963,19829,5639,1371,263861,25440.0,6392.0,23339.0,23003.0,8502.0,4793.0,3215815.0
248,470226,182711,197133,105077,117318,-888888888,401176,494883,215510,215510,32799.0,32799.0,182711,182711.0,182711.0,58406,10870,53414,104039,41357,3486,1267743,29347.0,25042.0,95058.0,125325.0,60492.0,33606.0,18202880.0
249,359120,147607,136420,85292,92701,-888888888,292926,368683,166773,166773,19166.0,19166.0,147607,147607.0,147607.0,45071,18614,47034,66162,26345,6495,1003947,30714.0,20135.0,76524.0,83728.0,46014.0,26409.0,20835439.0
250,5943817,2285651,2402712,1320923,1372346,-888888888,4925297,6096372,2497446,2497446,211795.0,211795.0,2285651,2285651.0,2285651.0,764467,280138,514203,1008900,517662,117931,15586291,34702.0,376166.0,1236248.0,1005020.0,950153.0,660943.0,392231712.0
251,523453,228248,192326,100109,144654,-888888888,447188,535420,275704,275704,47456.0,47456.0,228248,228248.0,228248.0,67663,33383,81210,106953,38113,9248,1578438,35014.0,19115.0,97578.0,114206.0,101706.0,61994.0,28328330.0
