GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
23420,"Fresno, CA (Metropolitan Statistical Area)",28318843,30838478,32987996,34023911,35515358,38282314,37213110,35972799,36015012,36160471,36474446,35315551,36701523,38238734,40049752,41503371,43124599,44264307,46009312
23460,"Gadsden, AL (Metropolitan Statistical Area)",2617259,2666714,2689313,2831850,2831155,2831844,2819335,2819165,2754121,2810206,2828863,2804122,2792996,2783298,2837797,2851486,2873797,2911022,2915965
23540,"Gainesville, FL (Metropolitan Statistical Area)",10246768,10509255,10575706,11467984,11825361,12372846,12958494,12654281,12246653,12160497,11950058,11969561,12031060,12397149,12729492,13074728,13372369,13839886,14203764
23580,"Gainesville, GA (Metropolitan Statistical Area)",6104698,6111714,6359072,6547407,6745556,6957263,7162741,7119972,6716700,6799465,7176599,7181413,7374433,7638413,8102917,8439076,8992129,9365514,9535290
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2610822,2798385,2794663,2830719,2941290,3097178,3098470,3154013,3175463,3142906,3204474,3283602,3304914,3319486,3365157,3426247,3544079,3507548,3540312
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4114479,4202606,4344932,4615618,4597734,4837960,4793839,5038297,5225774,5316961,5237802,5235284,5246501,5321165,5348892,5344378,5451074,5554461,5776777
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4368526,4204784,4092632,4284900,4318521,4530499,4590084,4646850,4613128,4646238,4473515,4440161,4572568,4450074,4471815,4449782,4446427,4517297,4535153
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3483969,3663628,3951210,3826866,3925155,4197463,4223506,4462295,4315305,4433417,4499231,4790062,4804399,4786641,4828948,4948510,5029545,5035525,5013098
24260,"Grand Island, NE (Metropolitan Statistical Area)",2645500,2728439,2903628,2971042,3166050,3338586,3347680,3432558,3474952,3576715,3591517,3702759,3900167,3884111,3868890,3847609,3828907,3860003,3975105
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4344324,4480850,4584713,4694676,4955361,5411164,5959724,6475193,5914234,5644448,5648436,5613515,5508102,5590819,5574567,5508113,5771124,6058926,6214937
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",42904990,44188508,45209764,46281780,47387841,47239485,47100546,45593069,42499532,44161391,45050975,46126270,47090459,48529768,50737954,51944688,53312270,54900621,55050649
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1739587,1832446,1910831,2005429,2110222,2218036,2242580,2130494,2087999,2080235,2068443,2050636,2036975,2113758,2256236,2353071,2490299,2601815,2722587
24500,"Great Falls, MT (Metropolitan Statistical Area)",2788128,2872492,2887941,2995893,3189143,3235892,3258819,3210781,3189800,3330938,3375654,3338991,3281758,3330962,3449120,3397112,3468603,3586088,3635635
24540,"Greeley, CO (Metropolitan Statistical Area) *",7455086,7363769,7582723,8113172,8717855,9156681,9486162,10049160,10231444,10506663,10875082,11937442,13274667,15721821,17370092,17930270,19024541,21311885,22020305
24580,"Green Bay, WI (Metropolitan Statistical Area)",13876708,14185574,14648629,15096395,15402536,15672898,15766679,15723792,15215058,15976164,16186952,16667392,16449648,17666867,18176621,18440805,18303168,18946740,19113333
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",34727210,35647493,35487716,35067875,35853877,37413322,37371415,38023200,36991243,37510472,38203333,36330375,37162855,37258215,38398474,37659867,37649615,37885426,38579779
24780,"Greenville, NC (Metropolitan Statistical Area)",5599696,5573911,5527687,5697184,6130077,6719723,7003830,7086689,7147469,7263578,7447263,7293228,7706258,7989867,8626802,8577751,8544025,8476606,8645832
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",31948542,33381540,34456135,31474403,31605930,31743978,32831105,33014944,31137711,31992388,33469202,33729187,34916887,36099738,37608933,38648390,39796155,41391650,42439987
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",14650482,14608598,15729708,15645045,16132379,16683934,22433986,19859737,18327299,18283522,17290016,17226482,15850190,16668527,16303697,16524868,16718033,16926113,17124941
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",7552504,7814751,7988047,8444734,8794761,9409832,9347663,9272432,8996899,9140785,9335075,9368464,9433798,9568508,9658722,9915947,10181106,10280020,10377372
25220,"Hammond, LA (Metropolitan Statistical Area)",2457505,2555043,2761697,3014730,3354774,3879876,3718947,3830062,3584676,3781303,4217912,3820182,3537393,3513493,3353454,3431207,3669001,3692765,3826831
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",4291472,4604938,5103026,5376357,5648585,5478862,6209700,5610367,5125839,5204292,5855932,5378069,5420503,5905170,5866278,5927002,6140324,6250134,6609432
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",27304002,27931585,28856051,29933929,30280959,30950429,31582607,31609517,30791723,31113267,31769342,32261002,32784049,33718922,34749048,34652808,34746454,35398421,36226869
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",7122203,6236638,6181491,6313525,6720123,6850373,6867077,6774609,7074643,7445935,7498251,7660530,7783028,7534188,7324069,7090871,7114362,7215973,7194035
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",75274285,72468242,74328518,80172274,81759642,85480773,90243888,89165768,87844018,87661336,87348937,87551688,83934865,85954501,91264951,91664988,93091917,92930643,93534792
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",4412828,4552574,4758121,4951173,5142528,5420833,5212174,5537290,5484230,5559188,5495742,5595899,5608518,5563363,5610139,5542166,5629927,5645971,5602213
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",13451428,13505035,13176051,13660905,13643048,14100487,13721871,13286131,12541487,13072117,13063915,12705483,12787924,12857344,13254586,13466148,13714286,13884041,14074661
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",5992857,6010832,6370090,6837853,7241715,7079610,7175312,7016210,6648916,6540656,6527640,6567337,6777395,6939785,7198610,7354509,7394640,7599138,7867776
25980,"Hinesville, GA (Metropolitan Statistical Area)",2400833,2473206,2681232,2819648,2996214,3058490,3198003,3462609,3485837,3660485,3810611,3712036,3623841,3462751,3401565,3326703,3310782,3333487,3304980
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3407590,3505951,3598642,3812135,3976821,4471967,4510086,4312021,3911469,3645917,3528839,3531658,3512288,3436689,3356086,3368240,3366705,3456006,3879314
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2526409,2616463,2690752,2758684,2842809,2848768,2792206,2746592,2661167,2772903,2979170,2894331,2871604,2870763,2909994,2904121,2957626,2992759,3031464
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",10349371,9955192,9483175,9345611,9630757,11249808,11383626,11221476,11284221,10943641,10485059,10690748,10990203,11216437,10201883,8959950,8714124,8964394,9159201
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",296052090,293923047,294264637,319613505,324038539,345987159,374570884,367486021,363882537,378717190,388117411,402853150,421244197,427612288,453757808,445886854,451899168,463517102,472104254
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",12399104,12640703,12832958,13227579,13338805,13558299,13477290,14091181,14113400,13906154,13742182,14447116,15573564,14889331,14853720,14374963,14466304,15042987,15385200
26620,"Huntsville, AL (Metropolitan Statistical Area)",15135774,15774917,16565658,17803635,18715021,19507170,20155469,20836183,21101778,22079769,22465903,22519204,22800141,22946926,23339564,23935101,24599199,25402021,26243892
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",4159450,4425752,4431265,4632237,4797282,5272733,5342982,5404139,5422193,5383437,5332403,5328071,5436840,5482820,5821525,6047765,6459932,6873624,7102495
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",95060643,96209119,99280274,104566797,105259502,106888635,110436410,113659331,110465068,114028458,114000078,113206365,115863137,118495280,115487497,117579705,119098293,123441866,126096448
26980,"Iowa City, IA (Metropolitan Statistical Area)",6443506,6677509,6777424,7061860,7139628,7422615,7454847,7784386,7740008,8008795,8318534,8393701,8677723,8888733,8834529,8979558,9256041,9440753,9243394
27060,"Ithaca, NY (Metropolitan Statistical Area)",4415073,4580098,4791505,4895194,4895921,5002656,4976419,5210252,5278601,5471559,5401119,5396234,5390487,5322015,5369775,5408494,5448110,5530432,5495122
27100,"Jackson, MI (Metropolitan Statistical Area)",4908596,5070697,5047025,5176225,5262569,5272399,5251121,4996577,4611359,4849850,5032443,5076488,5153794,5061566,5172933,5342262,5455663,5610800,5684311
27140,"Jackson, MS (Metropolitan Statistical Area)",21107567,21583123,22305014,22902203,23315559,23668516,22893266,24069423,23149118,23513766,23617542,23687697,24257112,24588497,24715229,24563022,24551557,24597375,24577764
27180,"Jackson, TN (Metropolitan Statistical Area)",6401180,6363617,6500059,6651793,6763914,7000701,6860335,7014035,7056868,7515663,8070569,7167476,7189098,7057081,7190808,7324634,7524910,7710601,7797663
27260,"Jacksonville, FL (Metropolitan Statistical Area)",53264094,54813787,57614644,60162209,62891928,65758586,66162414,63660831,60308550,60507591,59822120,60551163,61781580,63210158,65944262,68037358,70851053,73616490,75768093
27340,"Jacksonville, NC (Metropolitan Statistical Area)",5268515,5127532,5342009,5812160,6196251,6412988,6859485,7531140,8071635,8457347,8406579,8264440,8059586,7903341,7749285,8127873,7955846,8073168,8030430
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",5354978,5966484,6055316,6183580,6111750,6521350,6409013,6087367,5646914,5841307,5930837,6046789,6267463,6104144,6238887,6308225,6313993,6684674,6919350
27620,"Jefferson City, MO (Metropolitan Statistical Area)",5797633,5794305,5943743,6121890,6196612,6455576,6438316,6657170,6511474,6641132,6657012,6635599,6716577,6873609,7079738,7031136,6879020,7021036,7053061
27740,"Johnson City, TN (Metropolitan Statistical Area)",5196612,5346970,5590823,5997219,6091192,6325812,6409680,6535037,6355860,6209667,6395722,6509497,6459733,6317483,6602021,6474846,6620857,6788712,6902865
27780,"Johnstown, PA (Metropolitan Statistical Area)",4494200,4403471,4473352,4489172,4563586,4634595,4707085,4821627,4725459,4799389,4813526,4754020,4725107,4632894,4575415,4468711,4439396,4486016,4604267
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3361433,3501724,3804356,3996326,4155881,4169571,3978968,4066001,4088643,4308826,4394681,4324331,4483687,4325085,4439592,4487271,4670303,4769861,4846915
27900,"Joplin, MO (Metropolitan Statistical Area)",5994347,6004815,6134422,6334563,6436797,6594477,6559830,6751608,6455633,6626999,6596029,6609592,6603189,6639530,6951445,6895200,6900843,7089459,7151877
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",5899577,6238895,6768516,7490273,8288008,9055619,9228367,8793911,8015445,8288087,8605141,8760470,8691871,8725857,8109848,8893249,8909981,9239666,9328861
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",10752291,11508067,11496115,11501874,11365453,11220613,11383209,11037012,10789835,10903074,10863854,10899178,11045602,11019680,11422196,11688699,12181110,12622520,12819078
28100,"Kankakee, IL (Metropolitan Statistical Area)",3527783,3635549,3688899,3783909,3760944,4005957,4031685,4101430,4114227,4196973,4206900,4387623,4327627,4478512,4616795,4941688,5351755,5475554,5608505
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",92672054,94804125,96403966,98031309,100773544,102709518,105374627,108642700,105062631,104618982,104848112,108118224,109406280,112605722,115529243,116075869,119439839,122027912,123267766
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",8985396,9657806,9721745,9921130,10447360,11046235,11166818,11232034,11845271,12995906,12677394,12168299,12177460,12428221,13057163,13684991,13919733,14590499,15155407
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",11049648,11452263,11996684,12479630,13393999,14567588,15326951,16269396,16441523,16353021,16653359,16487817,16051672,15955543,16562838,16182101,16492920,16795477,17046602
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",10448197,10460421,10604633,11336200,11087216,11835432,11992418,11949011,11696354,11789084,12046790,12103196,11956934,11522818,11719961,11818517,12137488,12372823,12387387
28740,"Kingston, NY (Metropolitan Statistical Area)",4987276,5091626,5261192,5431810,5501386,5925883,5905943,6018907,5992772,6107287,6069926,6121761,6115223,6087960,6089199,6144070,6261230,6404599,6546138
28940,"Knoxville, TN (Metropolitan Statistical Area)",28091868,29585239,30728019,32415679,33347464,34149297,34068993,34583577,33000165,33298942,34483977,34801104,34953040,35399479,36409104,37296223,38245873,39345127,39783704
29020,"Kokomo, IN (Metropolitan Statistical Area)",3294395,3706469,4296304,4079611,3981421,4168825,4335029,3890925,2621064,4134453,4253227,4432599,4479282,4314187,4018950,3908923,3801652,3869901,3954647
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",5175570,5242461,5432745,5583155,5749580,5799108,5868492,5984785,6032277,6270888,6408125,6439288,6718357,7253502,7456137,6988551,7193077,7387781,7432876
29180,"Lafayette, LA (Metropolitan Statistical Area)",19986733,18902004,18583332,18918754,19420623,22206852,21893365,22477194,22250502,22424276,22643066,23437069,23033883,23098186,21488959,19539948,19497982,20064836,20368363
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",7036179,7215558,7472097,7719606,7904047,8329052,8584368,8518630,7738581,8236977,8427743,8367017,8718047,8982612,9056644,9478398,9909190,10338592,10411399
29340,"Lake Charles, LA (Metropolitan Statistical Area)",14798540,15755923,18669180,20246890,24211095,20685476,17429614,15343345,13014944,11839012,14123813,13590841,11754464,12189371,12303621,13207233,15546744,16435595,16984189
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3777452,4138328,4269872,4596645,4878336,5187207,5309787,5047588,4648713,4613207,4564357,4514684,4625944,4722615,4785447,4908489,4815143,4943977,5200986
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",17189931,17760636,18287832,19079234,20218745,21591953,21832904,21179330,19795255,19851161,19782847,19954944,20364272,20145950,21234758,21986198,23185714,23982821,24837880
29540,"Lancaster, PA (Metropolitan Statistical Area)",21525267,21851005,22324076,22827285,23276492,23577032,23447506,23243014,22419598,23190057,22916906,22823237,23225198,23961781,25087738,25173857,26048456,26820073,26881438
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",21347475,21927790,22119683,22079750,22485058,22650340,22665119,21301371,19949951,21290297,20975110,20592484,20632262,21024771,21928271,22755234,23161176,23609661,23837397
29700,"Laredo, TX (Metropolitan Statistical Area)",7851827,8158391,8055907,7833132,8097743,8256837,8143607,7766781,7823720,7932259,8755539,9321353,9859196,11329690,12504057,12412815,12529977,12074896,12348848
29740,"Las Cruces, NM (Metropolitan Statistical Area)",4979170,5174310,5567367,5918244,6415075,6459330,6518946,6455893,6781339,6928660,6692819,6425357,6305367,6413345,6533356,6658640,6629500,6733016,6858097
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",73030331,76116135,79884420,89708753,98854026,103050913,103291316,98989974,89729421,89235263,90428439,88973895,90295309,91893894,96158335,98494965,101129289,107500238,110102880
29940,"Lawrence, KS (Metropolitan Statistical Area)",3713829,3803929,3745959,3796049,3779382,3753565,3788079,3972689,3931245,3894424,3951310,3961653,4026398,4115375,4184458,4306864,4402779,4503452,4455949
30020,"Lawton, OK (Metropolitan Statistical Area)",3734117,3885505,4177752,4351465,4275038,4482683,4539007,4713569,4882584,5087602,4968532,4744225,4752621,4741750,4897477,4785088,4632912,4627121,4684678
30140,"Lebanon, PA (Metropolitan Statistical Area)",3833512,3925289,4124219,4339126,4359812,4590657,4716378,4697725,4717744,4898013,5004934,5117103,5094003,5245089,5296667,5284390,5439627,5569868,5651715
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2075866,2101058,2122336,2152457,2182735,2270983,2307992,2349041,2303187,2357245,2323682,2334357,2393802,2393443,2459738,2536663,2588086,2659400,2723451
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3478103,3755498,3868368,3938499,3887078,3993481,4095101,4186297,4044581,3972403,3954795,4045408,4011942,4045055,4118983,4168754,4131654,4256656,4317875
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",19389010,20338454,20627358,21430623,22384485,23154612,23273171,22867147,21173192,22083391,22244980,22659845,23603940,24308703,25362603,25959347,26030787,26402432,26818596
30620,"Lima, OH (Metropolitan Statistical Area)",5640601,5935419,5975297,6154252,6115208,6151671,5992481,5929397,7106747,7453298,7644883,7246283,6919491,7581401,7467197,7666519,7523707,7775161,7920377
30700,"Lincoln, NE (Metropolitan Statistical Area)",13255227,13348390,13860820,14014164,14582851,14906541,15172395,14715758,14439742,14842114,14952445,15077939,15115761,15714510,16159412,16426623,17370726,17587029,17925555
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",26595965,27325016,28529955,29490015,31038936,31692889,32528233,32162006,31321010,31142341,31667187,31669228,31918869,32042048,32506496,32601311,32728421,33228850,33523349
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2922557,2930892,3111938,3255473,3272521,3518316,3723887,3936725,4044862,4332147,4466957,4234681,4299478,4453507,4624461,4832623,5091259,5367545,5507267
30980,"Longview, TX (Metropolitan Statistical Area)",12383895,12799389,12628829,12904211,13724185,15078692,16521701,17537694,18395545,17226939,16308442,16326142,16141226,16044508,15423394,14681166,14875722,15562543,15985523
31020,"Longview, WA (Metropolitan Statistical Area)",3307636,3224407,3365370,3421905,3594780,3841581,4076938,3925961,3820637,4140538,4011261,4126962,4243718,4239704,4318712,4340772,4481612,4710101,4925417
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",642548310,660139140,694565445,722871829,749845675,773376040,777110906,781357609,742587652,760005079,771890518,786045530,804143045,830697622,869758381,889800658,922010850,937166561,960249652
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",51048034,51291173,52601422,54240664,55794172,57293303,57222110,56449441,53438491,55976671,56833849,58762658,58919459,59580565,61240490,62631366,62509298,63551470,64568844
31180,"Lubbock, TX (Metropolitan Statistical Area)",9192887,9383952,9500596,9831263,10198368,10665765,10825348,10697210,10747105,11314876,11114378,11538264,11992429,11934631,12206998,12479451,12734840,13064236,13165348
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",8286743,8407513,8814594,9012697,9212969,9729656,9682719,9627578,9660310,9935682,9784454,9449070,9424661,9366724,9359681,9321560,9426202,9606241,9741396
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",10102632,10078232,9845967,10132445,10018100,10060342,9847311,9944665,9672082,9740885,9909427,9942071,9946904,9969675,10082570,10043341,10135257,10531290,10486134
31460,"Madera, CA (Metropolitan Statistical Area)",3288405,3721882,3852624,4467024,4797976,5187705,5168564,5028567,4415491,5061629,5097178,5289625,5375893,5774041,5623485,6169099,6333400,6456568,6740169
31540,"Madison, WI (Metropolitan Statistical Area)",29927286,30963775,31994702,33430528,34861030,34888082,35603760,35001340,34529168,35575807,36696033,37514414,38052324,39390210,41052115,42429357,43239176,45140153,46326963
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",17531682,18263604,19774158,20517473,21045506,21207180,21508842,21398181,21172128,21437294,22006293,22197889,22414079,22753062,23666722,24296142,24630280,25408664,25687589
31740,"Manhattan, KS (Metropolitan Statistical Area)",4736712,4751943,4941152,5154113,5294528,5723124,6170954,6522302,6494837,6834597,7085760,6986728,6723114,6511752,6624326,6413865,6326800,6277240,6120597
31860,"Mankato, MN (Metropolitan Statistical Area)",3705004,3890538,3878891,4146105,4313810,4682079,4569990,4626717,4438097,4621055,4764679,4916498,5036414,5234515,5247753,5174281,5230819,5346623,5444798
31900,"Mansfield, OH (Metropolitan Statistical Area)",4449029,4646937,4682395,4859336,4941526,4937141,4698875,4544755,3918986,4118404,4271883,4295397,4283650,4354147,4252361,4241523,4270441,4355571,4370872
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",14220577,15115830,15464552,15635637,16033840,16877170,17724190,17360817,17295252,17236434,17478550,17605754,18293565,18510963,18671681,18796868,19046018,19421294,19766430
32780,"Medford, OR (Metropolitan Statistical Area)",6017248,6298472,6495096,6781244,6888745,7243824,7415216,7316342,7030872,6821976,6816227,6687692,6916166,7087077,7440013,7766832,8138373,8381034,8612882
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",62290308,63282627,64036595,65391012,66286520,66315326,64870218,64412140,61822453,61924855,62446787,64189227,64536096,63952808,65291697,66146644,66966148,68306485,68352723
32900,"Merced, CA (Metropolitan Statistical Area)",5953206,6338754,6940471,7621074,7972700,8204961,9055805,8024078,7571828,7602694,7928274,7704366,8066818,9021104,9196534,9264060,9941052,9918371,10383485
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",227330480,235551486,243706300,256710794,273400152,277877520,275981507,264868591,249459910,256952064,257241258,257307873,264714315,274142220,286750310,297035334,309116994,321547437,327129154
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3844889,3840045,3836871,3980670,3902054,3996394,4056590,4086793,3735138,3890264,3834329,3843139,3869272,3988002,3839511,3830372,3833253,3864949,3893649
33220,"Midland, MI (Metropolitan Statistical Area)",4609804,4750083,4521495,4751754,4243389,4308574,4344595,4178452,3916276,4097362,4156407,4238986,4166375,4768830,5197276,4844818,4815909,4987281,4962643
33260,"Midland, TX (Metropolitan Statistical Area)",6631887,6810608,6525925,6867827,7294317,8559156,9513906,10518099,11312185,12309268,14362513,18103500,18701868,20288374,22499511,23191268,27110742,34028279,40381782
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",78827600,79095473,81366961,82969372,85524215,86785840,87246232,86177706,83439885,85467397,87323023,87643471,87470489,87851620,89138473,89788022,90440089,93081841,93888193
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",176531611,178794008,187734451,195616116,201780678,198830318,200696979,200563248,193187637,198971102,204077654,207295506,212289346,220875960,224961367,228623444,233364211,240704552,242537142
33540,"Missoula, MT (Metropolitan Statistical Area)",3599173,3758155,3874935,3976772,4057113,4138286,4275905,4400060,4377369,4299903,4362297,4316975,4312252,4350465,4520150,4644828,4910015,5031347,5042539
33660,"Mobile, AL (Metropolitan Statistical Area)",15395609,15486005,15651980,16155458,16750654,17762253,17917731,18055814,17985864,18232105,18606545,18396616,18504352,18549262,18433272,18729234,18639737,18970993,19274263
33700,"Modesto, CA (Metropolitan Statistical Area)",15731239,16388955,17135040,18200104,18867011,19832691,19492907,18886479,18432450,18372348,18456621,18237533,18523631,19892824,20743866,21218252,22236701,22846927,23715709
33740,"Monroe, LA (Metropolitan Statistical Area)",6452972,6915138,7089721,7454852,7771910,7821724,6888267,6678385,7115665,7213673,6984165,7087826,7469514,7598264,7827667,7853801,7700386,7883740,7759597
33780,"Monroe, MI (Metropolitan Statistical Area)",5298742,5577721,5701148,5595695,5600176,5780789,5759918,5455214,5054300,5340017,5386929,5236050,5413229,5377061,5341060,5428402,5400947,5308843,5387072
33860,"Montgomery, AL (Metropolitan Statistical Area)",13531190,13813084,14169636,14810601,15294239,15718387,15620760,15442646,14947655,15359375,15560406,15589527,15606680,15405108,15718263,16013817,15932977,16031416,16178299
34060,"Morgantown, WV (Metropolitan Statistical Area)",4595702,4724736,4806857,5050905,5328458,5369426,5379649,5548118,5821999,6203715,6226769,6248730,6629308,6617201,6814616,6778850,6815451,6793100,6809819
34100,"Morristown, TN (Metropolitan Statistical Area)",3725856,3734039,3740584,3895470,3883678,4075087,4115537,4007384,3681418,3999779,4041867,4174263,4214940,4289912,4371227,4385286,4408139,4473722,4581790
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",5168118,6207713,5936429,5562029,6787918,6426654,6594837,6697584,6884647,6898445,5701954,5563534,5906939,6189305,7201294,7115196,7195638,7544214,7765443
34620,"Muncie, IN (Metropolitan Statistical Area)",4201327,4177090,4289297,4177138,4109308,4180947,3989733,3907514,3745898,4036730,4306457,3590380,3636389,3642381,3635946,3609909,3673798,3683385,3759995
34740,"Muskegon, MI (Metropolitan Statistical Area)",5339934,5424069,5411470,5460086,5533752,5576889,5535586,5383224,5115796,5286277,5355020,5505489,5657785,5743566,5851129,5798477,5805565,5875921,5857270
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",11007160,11213576,11731741,12509201,13465835,13242511,13381561,12850804,12137829,12247057,12449797,12379683,12773930,13331789,13690957,14219487,14945510,15326111,15830582
34900,"Napa, CA (Metropolitan Statistical Area)",7286673,7632484,7709317,7591166,7976391,8186705,8366979,8234240,7932267,7773284,7783462,8162828,8524328,9074870,9601120,9757363,9973528,10053421,10283597
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",11922179,12488878,13061765,13630654,15069930,15263926,14918400,13489351,12318846,12584544,12461808,12445984,12703912,13459897,14306165,14907455,15159917,15760820,16351772
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",67201541,69817358,73207399,77772190,80384684,83511191,83218897,86654928,84775845,86093591,89180666,94197647,96316605,100919343,107697457,110936470,114605524,118459765,121217044
35100,"New Bern, NC (Metropolitan Statistical Area)",4292250,4225219,4406045,4587653,4908520,5000115,5170767,5085237,4950525,5077280,4984125,4929373,5130300,5290268,5275812,4916340,4882521,4936064,5120466
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",41623140,42857340,42888389,45841773,46384669,47986658,48181888,48523553,46558846,47045212,46524722,45430748,45589018,45167293,45695979,46341650,46678888,47660112,48368218
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",73323839,74972131,78750058,81031550,83716091,78703396,82597719,86420573,85837229,92807472,70812194,71495323,68882346,69962259,70442676,70553362,73959817,74913492,77290815
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1204161692,1198047066,1201827083,1228205867,1266533467,1291805489,1299845929,1272070627,1300130723,1343980498,1344866588,1401401443,1409970761,1429858861,1459525537,1488016221,1511894815,1555852330,1573857186
35660,"Niles, MI (Metropolitan Statistical Area)",6225448,6372993,6461508,6645706,6478549,6743158,7032030,6565682,5739190,6346442,6392430,6361561,6449195,6490570,6621927,6906095,7232466,7140383,7043241
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",21230999,22916778,24129488,26440548,29055059,30159255,28963322,26492957,24690149,24101823,24087177,23827062,24469175,25624030,27369164,28245478,29127464,30691679,31736122
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",14405672,15129205,15993832,17728144,18385202,19546952,20885855,19319373,17174120,17023248,16842000,16724747,17137757,16115953,16560910,16544548,17283228,17217959,17344547
36100,"Ocala, FL (Metropolitan Statistical Area)",6469749,6735884,7170427,7584608,8255006,9259420,9371936,9113941,8220019,8085782,7892456,7794834,7840622,7916337,8133458,8617249,8679939,8961733,9331478
36140,"Ocean City, NJ (Metropolitan Statistical Area)",4391060,4603679,4830743,5031323,5187198,5251735,5170042,4992224,4815325,4881147,4854090,4832108,4839162,4882516,4867481,4855459,4800878,4735556,5070716
36220,"Odessa, TX (Metropolitan Statistical Area)",5650753,6059750,5780286,5997128,6150802,7207110,7958243,8631257,8863813,9363163,10917705,12860156,13033780,13145693,11652612,10231223,11096444,12984788,13450355
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",16508760,16951048,17319447,17717683,18648814,20481215,21148330,20953548,20976443,21200078,21291610,21006614,21856412,22092635,22724329,23771425,25229694,26102701,27150236
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",45169892,46025396,47641321,49551633,51920071,55352416,55565310,59452330,60727248,60521146,62778103,66628928,69128384,72107701,76978757,75905375,76091701,78390780,79297922
