msa,2019
10180,6812477
10420,33086775
10500,5699287
10540,4692052
10580,56461199
10740,39250733
10780,5575697
10900,41912704
11020,5647210
11100,12698215
11180,5837188
11260,23244564
11460,22430838
11500,4050073
11540,13178332
11700,18603932
12020,9151049
12060,371826639
12100,12593490
12220,5265738
12260,25427997
12420,143075741
12540,51416782
12580,188615454
12620,6033967
12700,13587539
12940,53347706
12980,5848265
13020,3323417
13140,26978191
13220,3844406
13380,13808458
13460,8670438
13740,10075817
13780,10651536
13820,55427936
13900,6839524
13980,6864423
14010,13778419
14020,6644075
14100,4123229
14260,33376259
14460,423725910
14500,27509931
14540,6550187
14740,12065255
14860,79854813
15180,10373362
15260,4190613
15380,63026922
15500,5623983
15540,12534416
15680,6806268
15940,18617828
15980,28207575
16020,4149013
16060,5434423
16180,3351143
16220,5602739
16300,16915770
16540,5850275
16580,10733098
16620,11794813
16700,39547761
16740,150589392
16820,12315889
16860,27149478
16940,5272539
16980,618616499
17020,9897121
17140,133730544
17300,11289906
17420,4416996
17460,118167899
17660,5789257
17780,14097734
17820,34322697
17860,9140817
17900,38637223
17980,13596205
18020,6045053
18140,117001202
18580,21949935
18700,4457457
18880,13934981
19060,3674605
19100,472334266
19140,6350119
19180,3202651
19300,6140514
19340,20022640
19430,40003761
19460,5824699
19500,6399861
19660,19285228
19740,202456263
19780,45632930
19820,237089292
20020,5852663
20100,7274755
20220,5712534
20260,14961822
20500,47168892
20700,6350462
20740,8612412
20940,8980597
21060,5313553
21140,14500980
21300,3627023
21340,29193881
21420,3201330
21500,10915678
21660,15482217
21780,17368860
21820,5217255
22020,13574287
22140,5907349
22180,19297971
22220,23863192
22380,6764676
22420,14994994
22500,9461135
22520,4818836
22540,4903922
22660,18267696
22900,8669643
23060,21554076
23420,46009312
23460,2915965
23540,14203764
23580,9535290
23900,3540312
24020,5776777
24140,4535153
24220,5013098
24260,3975105
24300,6214937
24340,55050649
24420,2722587
24500,3635635
24540,22020305
24580,19113333
24660,38579779
24780,8645832
24860,42439987
25060,17124941
25180,10377372
25220,3826831
25260,6609432
25420,36226869
25500,7194035
25540,93534792
25620,5602213
25860,14074661
25940,7867776
25980,3304980
26140,3879314
26300,3031464
26380,9159201
26420,472104254
26580,15385200
26620,26243892
26820,7102495
26900,126096448
26980,9243394
27060,5495122
27100,5684311
27140,24577764
27180,7797663
27260,75768093
27340,8030430
27500,6919350
27620,7053061
27740,6902865
27780,4604267
27860,4846915
27900,7151877
27980,9328861
28020,12819078
28100,5608505
28140,123267766
28420,15155407
28660,17046602
28700,12387387
28740,6546138
28940,39783704
29020,3954647
29100,7432876
29180,20368363
29200,10411399
29340,16984189
29420,5200986
29460,24837880
29540,26881438
29620,23837397
29700,12348848
29740,6858097
29820,110102880
29940,4455949
30020,4684678
30140,5651715
30300,2723451
30340,4317875
30460,26818596
30620,7920377
30700,17925555
30780,33523349
30860,5507267
30980,15985523
31020,4925417
31080,960249652
31140,64568844
31180,13165348
31340,9741396
31420,10486134
31460,6740169
31540,46326963
31700,25687589
31740,6120597
31860,5444798
31900,4370872
32580,19766430
32780,8612882
32820,68352723
32900,10383485
33100,327129154
33140,3893649
33220,4962643
33260,40381782
33340,93888193
33460,242537142
33540,5042539
33660,19274263
33700,23715709
33740,7759597
33780,5387072
33860,16178299
34060,6809819
34100,4581790
34580,7765443
34620,3759995
34740,5857270
34820,15830582
34900,10283597
34940,16351772
34980,121217044
35100,5120466
35300,48368218
35380,77290815
35620,1573857186
35660,7043241
35840,31736122
35980,17344547
36100,9331478
36140,5070716
36220,13450355
36260,27150236
36420,79297922
36500,12795113
36540,57996493
36740,128416036
36780,9725443
36980,5417119
37100,48496595
37340,24619760
37460,7772152
37620,3252582
37860,19066380
37900,20426147
37980,401231953
38060,237472532
38220,3259256
38300,145529947
38340,6649401
38540,3229635
38860,28785438
38900,156663199
38940,15544652
39100,29746771
39150,6592236
39300,79007652
39340,26352751
39380,6268022
39460,4952728
39540,7799437
39580,84678690
39660,5656970
39740,18832774
39820,8412829
39900,25810750
40060,78701911
40140,171884061
40220,15406542
40340,12894428
40380,56728386
40420,14843014
40580,6590559
40660,3960973
40900,132501716
40980,7665760
41060,9822433
41100,5622666
41140,5625808
41180,152402085
41420,17248983
41500,27581259
41540,20314226
41620,88155402
41660,7882108
41700,115621292
41740,222272562
41860,531247412
41940,320444051
42020,16660813
42100,14407444
42140,5977058
42200,28411698
42220,29064200
42340,19536168
42540,26499156
42660,382630156
42680,5966999
42700,2626612
43100,6735140
43300,4866248
43340,21555113
43420,4589330
43580,7680637
43620,18366725
43780,14031579
43900,14674876
44060,26873440
44100,10944405
44140,31177450
44180,18067838
44220,4327627
44300,7982602
44420,4848087
44700,30486439
44940,4575176
45060,37721126
45220,16622281
45300,148372290
45460,7105410
45500,5141651
45540,2690053
45780,34905301
45820,10561238
45940,31467636
46060,42169490
46140,54232223
46220,11045590
46300,4901480
46340,10389548
46520,61094332
46540,12526089
46660,5171514
46700,22637944
47020,4508276
47220,6007622
47260,89523156
47300,19350581
47380,11859598
47460,3513539
47580,7213365
47900,492129890
47940,8535622
48060,5873301
48140,9467141
48260,6918920
48300,6097539
48540,12249099
48620,33975620
48660,6154192
48700,6441988
48900,13276112
49020,6269888
49180,30879321
49340,45527976
49420,11038340
49620,19163414
49660,19794756
49700,7108720
49740,7926771
